idVaga,NomeVaga,Cidade,Salario,QuantidadeVaga,DataPesquisa,Perfil,Descricao,Empresa,DataPubli,Pesquisa
v1950740,Estagiário de Msat (Farmácia / Química / Engenharia Química),Rio de Janeiro,Salário a combinar,1,2019-09-24,Estágio,Como estagiário você atuará no Departamento de MSAT apoiando as equipes de Monitoramento de Processos e Transferência de Tecnologia. As principais responsabilidades que você terá nesta posição serão:  Dar suporte à criação e revisão de procedimentos e documentos referentes às atividades de Monitoramento Contínuo de Processo (protocolos relatórios cronogramas e etc.)Coletar e avaliar os resultados de Produção e Controle de Qualidade através de ferramentas estatísticas verificando se estão compatíveis ou não com as especificações previstas para os produtosAuxílio no planejamento e execução das atividades de transferência de produtos do site assegurando o cumprimento das normas de G.M.P. (Boas Práticas de Fabricação) e das normas RocheDar suporte nas documentações de QualidadeSuportar a elaboração de documentação para introdução e descontinuação de novos produtos formulações e similares. Who You AreVocê é alguém que deseja influenciar o seu próprio desenvolvimento. Procura uma empresa onde tenha a oportunidade de perseguir seus interesses em diversas funções e locais. Onde o seu cargo não é considerado a definição final de quem você é apenas seu ponto de partida. Você trará as seguintes qualificações para esta posição:Inglês Intermediário/AvançadoPacote Office IntermediárioEstar cursando Farmácia Química ou Engenharia Química a partir do 4º períodoDisponibilidade para estagiar 30 horas semanais (08h15h) por um período de 1 ano e meio a 2 anos.,Roche,02/09/2019,Estatístico
v1961269,Analista de Planejamento e S&OP Sênior,São Paulo,Salário a combinar,1,2019-09-24,Sênior,Atividades:Geração do forecast estatístico análise do baseline tendências e crescimentoConsolidação do planejamento de venda (baseline + lançamentos + campanhas) com inputs das áreas de marketing e comercialAtualização  e análise dos KPI’s da área propondo ações corretivas para os principais desviosConstrução do Forecast junto de forecast e consumo de estoque para novos produtos e produtos descontinuadosGerar  planos de abastecimento semanal e monitorar atendimentos Analisar cobertura de estoque e corrigir variações pontuais Analisar projeção de estoque e atuar junto ao PCP para alinhamento de produção e possíveis rupturasAnalisar evolução de vendas e impactos no forecast e disponibilidade de produtos Analisar impactos de campanhas de Marketing nas projeções de forecast e estoque e fazer correções necessárias no plano de demanda Participação e suporte ao processo e reuniões de S&OPAnalisar itens com validade avançada e alinhar ações para escoamentoAcompanhamento da meta orçamentária versus o realizado e propor correções no plano de vendas para atingimento dos objetivos corporativos. Requisitos:Escolaridade: Ensino Superior Completo em Administração de empresas Engenharia de Produção ou CorrelatasNecessário Experiência anterior com SAPConhecimentos Avançados em Excel VBA será considerado um diferencialExperiência anterior no Varejo preferencialmente que tenha atuado no segmento de cosméticos.,ADCOS Dermocosméticos,Há 5 dias,Estatístico
v1951440,Desenvolvedor Power BI Senior (Recife),Recife,Salário a combinar,2,2019-09-24,Sênior,Você vê os dados como uma arte e uma ciência Nós também.Os dados são mais do que informações nas mãos certas eles são uma moeda valiosa que pode fazer fortunas. Forneceremos a você as ferramentas para transformar insights em experiências extraordinárias para as pessoas e suas máquinas. Sobre vocêVocê coloca a análise em prática usando o insight como o elo comum entre o aprendizado de máquina e as experiências humanas. Você está familiarizado com as tecnologias emergentes e estabelecidas e sabe como apoiar o design de experiências que são voltadas para humanos e máquinas.  Sobre a funçãoPor si só os dados contém relativamente pouco valor. O valor dos dados está na forma como eles são usados e analisados e em como as pessoas e as máquinas respondem aos insights que eles geram. É aí que você entra. Precisamos que sua mente analítica classifique as infinitas possibilidades dos dados e ajude a criar experiências perfeitas para analisar e usar dados.Você atuará no nível máximo de seu campo considerando experiências de um ponto de vista humano e tecnológico. Você terá um papel fundamental na descoberta e solução de problemas enfrentados pelas empresas na era digital identificando tendências prevendo resultados e apresentando suas descobertas. Na função você terá de:Apoiar planos de projetos para ferramentas de geração de relatório painéis e portais de informações visualizações e modelagem de dados e outros recursosLiderar tecnicamente e ajudar às equipes a fornecer ferramentas de geração de relatórios de dados e gerenciamento baseados em tecnologiaCriar relatórios e conjuntos de dados regulares para usuários com ferramentas de sistema e consultas e scripts de bancos de dados ou de data warehouseIntegrar dados de várias fontes para produzir elementos de dadosProgramar e manter formulários e formatos de relatórios painéis de informações geradores de dados relatórios predefinidos e outros recursos do usuárioPlanejar projetar e executar testes de desempenhoCriar especificações para relatórios com base em solicitações de negóciosViajar conforme necessário.  Suas habilidadesVocê tem experiência em trabalhar com mineração de dados análise e modelagem de conjuntos de dados complexos e em larga escala.Você conhece os modelos analíticos e estatísticos e pode comunicar metodologias e conceitos em linguagem não técnica.Você domina a análise seja estatística quantitativa preditiva ou de otimização e conhece bem ferramentas de dados visuais como Power BI Qlik ou Tableau.Você provavelmente tem um diploma de Bacharel em Ciência da Computação Negócios ou Tecnologia da Informação ou outro campo relevante (mas também ficamos satisfeitos com consistente experiência profissional). Nós gostaríamos que você já tivesse trabalhado com clientes anteriormente.  Idealmente sua experiência inclui:Usar SQL para geração e extração de dadosConhecimento prático e sólido nas áreas de Analytics e BI (Business Intelligence)Conhecer sobre metodologia ÁgilInterpretar resultados usando uma variedade de técnicasExcelente comunicação escrita e verbal e habilidades de apresentaçãoFazer parceria com equipes de vendas em oportunidades de análiseOferecer suporte e orientar colegas juniorsConhecimento sobre integração de dadosInglês no mínimo intermediário.,Avanade,03/09/2019,Estatístico
v1934810,Assistente de Marketing e Mídias Sociais - SEO - UX DESIGNER,Santana de Parnaíba,Salário a combinar,1,2019-09-24,Júnior/Trainee,Descrição do Cargo:Realizará todas as atividades relacionadas ao Marketing da empresa que consistem em controle e atualização do Website Google Adwords organização e acompanhamento de Feiras / Eventos redes Sociais material de divulgação como catálogos impressos mídias eletrônicas entre outras atividades. Atividades:Atuar com gestão das mídias sociais conteúdo cronograma e monitoramento.Administrar leads.Analisar relatórios do Google AnalyticsAlimentar relatórios de leads com novas entradas vs. estatísticas.Atuar com Website criação e atualização de conteúdo desenvolver e acompanhar campanhas Online hotsite e email marketing. Conhecimento das rotinas de web marketing Google Analytics administração SEO/PPC gestão de mídias sociais campanhas de mídia online análise de dados e relatórios.Experiência com Content Management Systems Hubspot Salesforce ou ferramentas similares.Criar campanhas promocionais ou publicitárias idealizando e organizando a participação em feiras e eventos.Realizar ações de lançamento de “produtos”Realizar pesquisas para identificar o perfil do consumidorResponsável pelo interface com agencias e revisão de materialExecutar outras tarefas correlatas à área.Requisitos:Ensino Superior Completo ou em ultimo ano de conclusão em Publicidade e Propaganda Propaganda e MarketingVivência anterior na área Desejável Inglês fluenteConhecimento em Midias Sociais.Competências:Administração do Tempo Comunicação e Persuasão Negociação Planejamento e Organização Equilíbrio Emocional Liderança Estratégica e Relacionamento Interpessoal ética.,Confidencial,20/08/2019,Estatístico
v1954438,Analista de SEO / Web Analytics,São Paulo,Salário a combinar,1,2019-09-24,Sênior,Principais responsabilidades:• Será responsável pela otimização do tráfego orgânico do site junto com a empresa parceira• Crescer o número de leads orgânicos geradas pelo blog corporativo e site• Analisar o código do site html urls navegação e usabilidade• Responsável pela pesquisa de palavraschave SEO onpage e SEO offpage• Colaborar com o time de marketing corporativo para criar conteúdo de alta qualidade para palavraschave importantes• Desenvolver  relatórios claros e eficientes para o acompanhamento de resultados nos ambientes digitais considerando web e mobile• Acompanhar métricas diariamente para correções e evoluções nos resultados orgânicos.O que é preciso para fazer parte do nosso time• Graduação completa em administração marketing estatística ou engenharia ou áreas afins.• Manterse atualizado com as últimas tendências de SEO.• Conhecimento profundo dos fatores de ranqueamento e atualizações de algoritmo.• Experiência em SEO sendo guiado por dados e otimização.• Conhecimentos em ferramentas para análise de tendências (Google Trends) metodologias de processos de SEO (Search Engine Optimization) HTML Social Analytics e API's.• Noções básicas de arquitetura da informação UX HTML CSS JS.• Conhecimento de ferramentas de mensuração de SEO: Google Search Console etc.Diferenciais:• Forte orientação a resultados de performance.• Ser dinâmico(a) e gostar de aprender.• Heavy user de internet e mobile• Hands on e multitarefa.,DIRECIONAL ENGENHARIA,04/06/2019,Estatístico
v1902627,Analista de Informações Gerenciais Junior (com foco em BI),Rio de Janeiro,Salário a combinar,1,2019-09-24,Júnior/Trainee,Descrição Geral da Vaga:Atuar no planejamento controle e análise dos indicadores de desempenho das ações comerciais. Automatizar a coleta de dados das diferentes origens e criar dashboards para gestão dos KPIs operacionais e gerencias. O que esperamos do candidato: Ensino superior completo em Finanças Administração Estatística Economia Matemática ou Engenharia  Experiência em análise mineração de dados cruzamento de informações entre bases de dados e planejamento de resultados Conhecimento em interpretação de dados com a elaboração de relatórios gerenciais e operacionais Conhecimento em modelagem de dados e criação de dashboards em ferramentas de BI (Power BI Google DataStudio ou semelhantes) Excel Avançado. Será um diferencial se você possuir: Conhecimento em linguagem de programação em VBA SQL e Python Inglês avançado. Desafios do dia a dia: Planejar e controlar os indicadores de performance das iniciativas comerciais Participar da elaboração de Business Plan junto a Controladoria Automatizar a coleta de dados das diferentes origens Organizar as informações Criar dashboards no Power BI e Google DataStudio com os indicadores das operações Analisar os resultados e elaborar relatórios com apontamentos de oportunidades de melhoria. O que temos de bom: Salário compatível com o mercado Plano de Saúde Plano Odontológico ValeRefeição Vale Alimentação ValeTransporte Auxílio Creche ou babá PLR Previdência Academia e parceria com Gympass Café da Manhã. Além disso seu local de trabalho será no Centro/RJ.,Mongeral Aegon,09/09/2019,Estatístico
v1942503,Analista de Investimentos Sênior (ALM),Rio de Janeiro,Salário a combinar,1,2019-09-24,Sênior,Este profissional contribuirá com a maximização da receita financeira do grupo através do conhecimento da função das aplicações financeiras tendo como limite o nível de risco ao qual o grupo aceita se submeter. Principais responsabilidades:Executar as estratégias e rotinas de Assets and Liabilities Management (ALM)Analisar viabilidade de novos investimentos financeiros pelo grupoConduzir fóruns técnicos no âmbito da DiretoriaFormular propostas de alocação de recursos garantidores e próprios aos principais executivos e ao Comitê de InvestimentosElaborar as projeções de resultado financeiroAcompanhar e explicar com base nas posições assumidas e nos cenários variações entre os resultados financeiros Real e OrçadoCalcular o risco de mercado e gerenciar o nível de liquidez das aplicações financeiras do grupoFormular propostas de distribuição de dividendosDefinir as classificações contábeis dos ativos O que o profissional precisa ter:Ensino superior completo em Economia Administração de Empresas Engenharia(s) Estatística Matemática ou áreas correlatas de ciências exatasUma das certificações: CFA FRM CEAConhecimento técnico necessário para desempenhar as responsabilidades acimaProgramação VBA e/ou SQL (será um diferencial) Nosso pacote de Benefícios:Assistência médicaAssistência odontológicaVale alimentaçãoValerefeiçãoValetransporteGympassAuxílio creche ou babáServiço de Assistência FuneralSeguro de vidaPrevidência privadaBônus de curto prazo (PLR) Local de trabalho:Centro/RJ,Icatu Seguros,13/09/2019,Estatístico
v1960482,Gerente Comercial,Juiz de Fora,Salário a combinar,1,2019-09-24,Gerência,Quem estamos buscando: Você gosta de liderar pessoas e é apaixonado pela área Comercial Topa o desafio de montar um time de vendas e engajar a equipe rumo à alta performance O que esperamos de você: Formação Superior Completa em Administração Economia Contábeis Estatística Engenharia Marketing e Designer Possuir ou estar cursando pósgraduação será um diferencial Bons conhecimentos em Excel Word e Power Point Experiência como líder de equipes comerciais Se já tiver trabalhado com profissionais autônomos é melhor ainda!Como será o seu dia a dia Você atuará na área Comercial como Gerente de uma loja sendo responsável por realizar a gestão de pessoas no diaadia selecionando treinando e desenvolvendo a equipe constantemente. Além de fazer a gestão administrativa do ponto de vendas mantendo a estrutura e controlando as despesas.Algumas das suas atividades são: Avaliar e planejar estratégias de vendas Assegurar o cumprimento das metas Avaliar melhores práticas de mercado e implantalas Promover o trabalho em equipe Promover ações para prospecção e atendimento ao cliente Acompanhar e incentivar a evolução dos clientes pelas fases da venda Acompanhar de perto as negociações e propor soluções condizentes com as diretrizes da empresaO que oferecemos a você:Salário compatível com o do mercadoAssistência MédicaAssistência OdontológicaVale refeição ou alimentaçãoParticipação nos lucrosPrevidência PrivadaGymPass.Identificouse com essa missão Topa o desafioCandidatese a nossa e venha fazer parte deste time!,MRV,Há 6 dias,Estatístico
v1945410,Programa de Estágio Sulamérica 2019.2,Não informado,Salário a combinar,1,2019-09-24,Estágio,PROGRAMA DE ESTÁGIO SULAMÉRICA O programa de estágio é focado no seu desenvolvimento! Os desafios e atividades diárias proporcionam aprendizado e crescimento profissional. Tudo isso acontece em um ambiente positivo e acolhedor. Oferecemos cursos e treinamentos voltados especialmente para o programa. Além disso reconhecemos os melhores desempenhos com o programa Estagiário Nota 10 que concede aumento no valor da bolsaauxílio daqueles que excedem as expectativas. Buscamos estudantes universitários com formação prevista entre Julho/2021 e Julho/2022 e com disponibilidade para estagiar 6 horas por dia. Temos oportunidades para diversas formações acadêmicas como Administração de Empresas Contabilidade Direito Economia Enfermagem Engenharia de Produção Estatística Matemática Ciências Atuariais Comunicação Social Psicologia TI (e áreas afins) entre outras.Etapas do Processo: • Inscrição• Fit de Valores e Âncoras de Carreira  • Dinâmica de Grupo Online • Vídeo Apresentação • Entrevista Individual Benefícios: • Bolsaauxílio • Seguro Saúde• Gympass • Valerefeição • Valetransporte • Seguro de acidentes pessoaisLocalidades: Rio de Janeiro e São PauloPrevisão de início: Novembro/2019 a Dezembro/2019 Faça sua inscrição até dia 13 de outubro através do site: www.vagas.com/estagiosulamerica IMPORTANTE: Para que a sua inscrição seja efetuada com sucesso é necessário que você preencha a ficha com Informações Complementares. Na sequência clique na opção “confirma candidatura” que estará disponível no rodapé da página.,SulAmérica,16/09/2019,Estatístico
v1945057,Engenheiro de P&D Sr.,Rio de Janeiro,Salário a combinar,1,2019-09-24,Sênior,Atividades:Cumprir plenamente os procedimentos de P&D definidos pela ANEELGerir os Pesquisadores contratos e demais recursos humanos ou materiais alocados nos Projetos de Pesquisa e Desenvolvimento da Companhia objetivando o sucesso dos projetosEspecificar as minutas de contratos de Projetos de PesquisaEspecificar as requisições de compras para e dos Projetos de PesquisaRealizar a priorização e seleção das propostas de projetos de Pesquisa e Desenvolvimento conforme procedimentoRealizar a gestão dos riscos dos projetosImplementar melhorias nas propostas de projetos de P&D e minuta contratual entre outras atividades.Requisitos:Sólida Experiência em gestão de projetos e gestão do tempoConhecimento em Procedimento de Pesquisa e Desenvolvimento ANEELConhecimento dos Assuntos Regulatórios do setor elétricoConhecimento em Metodologias de Gestão da QualidadeConhecimento na gestão da Propriedade IntelectualConhecimento avançado de Excel e ferramentas de B.I. (tabela dinâmica funções avançadas macros)Conhecimento avançado de MS Project e Microsoft PPM/PWA.Desejável conhecimento em desenvolvimento de software: Javascript (Node.js/Angular/Vue.js) Python .Net PHPDesejável conhecimento em modelagem e sanitização de banco de dadosDesejável conhecimento em estatística e análise de dadosDesejável conhecimento em aprendizado de máquinaDesejável forte conhecimento dos aspectos técnicos gerenciais de transmissão energia elétrica Formação:Superior Completo em Engenharia Elétrica Química Produção ou outros.Pós Graduação em áreas afins será um diferencial Local de Trabalho: Rio de Janeiro RJ,TAESA,21/08/2019,Estatístico
v1962291,Analista Comercial PL - Marketing Digital,São Paulo,Salário a combinar,1,2019-09-24,Pleno,Buscamos um(a) profissional arrojado(a) com iniciativa atitude de dono determinado(a) em fazer o seu melhor automotivado(a) diariamente e que esteja disposto(a) a construir processos junto com a liderança da área comercial.Objetivos do cargo: Garantir a geração de leads para o time de vendas através do meio digital com elaboração análise e propostas de melhorias na estratégia comercial de caminhões / semirreboques seminovos.Principais Responsabilidades do Cargo: Responsável por cuidar do marketing digital da TRP Seminovos: meios sociais email marketing informações / atualização do site ou anúncios e orientação para criação de banners com enfoque comercial Ajudar na criação e desenvolvimento de campanhas de marketing e email marketing Suporte aos vendedores garantindo a aderência aos processos e cumprimento dos SLAs Atuar na área comercial em orçamentos composição de custos e formação de preços Responsável por mapear e analisar estratégias e atividades de concorrentes Analisar e criar de relatórios gerenciais gerando insumos no dia a dia para implantar práticas que melhorem a percepção do serviço prestado e garantam a satisfação do cliente Gerir o banco de dados com informações de vendas e fornecer dados estatísticos para melhorar performance.Prérequisitos:Conhecimento em rotinas da área Comercial Conhecimentos em pacote Office e domínio em Excel Superior Completo em Administração Marketing ou áreas afins Necessário Conhecimento de Marketing Digital (Mídias Sociais Google Analytics etc.) Experiência em relações comerciais – Vendas Varejo.,JBS Novos Negócios,Há 4 dias,Estatístico
v1962350,Analista de Planejamento e Controle JR (Eficiência Operacional),São Paulo,Salário a combinar,1,2019-09-24,Júnior/Trainee,Condução de reuniões de trabalho com clientes e/ou equipe com foco no esclarecimento de dúvidas sobre a execução dos projetos/processos contribuindo com seus conhecimentos técnicos de negócioConstruir fluxogramas dos processos e procedimentos auxiliando no conhecimento e entendimento dos pontos de melhoriaConceber e elaborar modelos de análise para cálculo de indicadores através de banco de dadosMonitorar KPI's operacionais e/ou financeiros de suas respectivas áreas de trabalhoRealização de projetos de melhoria contínua com foco financeiro ou qualitativo para o negócioElaboração de indicadores estratégicos para o negócio realizando o acompanhamento e propondo melhorias para ganho de eficiênciaInteragir com as demais áreas da Diretoria de ServiçosModelar banco de dados dimensional de acordo com os requisitos de negócio para construção de relatóriosSugerir novas regras logísticas visando o ganho operacional para o negócioContribuir com projetos da diretoria ou áreas parceiras afim de contribuir com a visão sistêmica do negócioAplicação de treinamentos oficinas operacionais fóruns para os demais colaboradores ou áreas parceirasPrérequisitos:Ensino superior em andamento ou completo em Estatística Economia Matemática Engenharias Ciências da Computação Administração ou Áreas CorrelatasTecnologias: Pacote Office intermediário (Excel Access e Power Point) Lean Six Sigma Green Belt Bizagi eBanco de Dados (Oracle SQL MySQL B.O. e SGPS)Aplicação metodologias PDCA ou DMAIC para melhorias dos Processos,Porto Seguro Seguros,Há 4 dias,Estatístico
v1949957,Analista de Melhoria Contínua Jr,Camaçari,Salário a combinar,1,2019-09-24,Júnior/Trainee,Atividades: Atuar na implementação dos projetos de melhoria Lean Kaizen e 5S da empresa orientando os líderes de projetos e suas equipes na seleção acompanhamento e entrega dos resultados de cada projeto reportando os resultados para a Gerencia e Diretoria.·           Atuar como facilitador junto às equipes de melhoria continua em todas as áreas da empresa (industrial e florestal)  suportando as áreas na execução dos projetos.·           Apoiar a liderança das áreas na análise de dados e indicadores buscando mapear as oportunidades de melhoria.·           Participar do planejamento organização e controle de fluxos de trabalhos dos projetos de melhoria e 5S·           Dar suporte na elaboração de planos de ação através da analise dos indicadores a fim de mitigar a causa raíz dos desvios.·           Conduzir os treinamentos em ferramentas de qualidade (PDCA Histograma Espinha de Peixe 5 Porquês Pareto Fault Tree Analyses FMEA) para os integrantes das equipes de melhoria contribuindo com a formação de  times multifuncionais Requisitos:·           Curso Superior Completo na área de Engenharia preferencialmente química produção·           Desejável experiência com atuação em sistema Integrado de Gestão·           Conhecimento em nível avançado de pacote Office·           Estatistica básica Técnicas de análise e soluções de problemas Ferramentas da Qualidade (PDCA FMEA Espinha de Peixe 5Porques Histograma Pareto e similares)·           Conhecimento  de 6 sigma Lean Manufacturing·           Conhecimento de programa 5S·           Experiência com projetosInglês Avançado  –   escrita leitura conversação.,Bracell Bahia Specialty Cellulose,30/08/2019,Estatístico
v1917487,Especialista de Analytics,Rio de Janeiro,Salário a combinar,1,2019-09-24,Sênior,QUE CASA É ESSA A CASA&VIDEO é carioca da gema e uma das líderes em vendas no varejo fluminense nos setores de utilidades domésticas ferramentas climatização e eletroportáteis. Estamos no estado do Rio de Janeiro em São Paulo e no Espírito Santo.Somos uma Casa cheia de oportunidades de crescimento clima alegre e descontraído.Para que tudo dê certo nas lojas um time enorme trabalha na administração e no centro de distribuição. Isso significa que há muito espaço para quem quer fazer parte desta equipe. Nosso time é forte! A capacidade de trabalhar em grupo o sentimento de dono empatia garra e disposição são características fáceis de encontrar por aqui. PARA CONQUISTAR UM LUGAR NO TIME DE TALENTOS DA CASA VOCÊ PRECISA:Graduação completa em Estatística Ciência da Computação ou Análise de SistemasExperiência com modelos de forecastAmplo domínio das linguagens R Python VBA e SQLExperiência com Power BISerá um diferencial experiência no VarejoSerá um diferencial experiência com ShinyBom relacionamento interpessoal criatividade perfil orientado para inovações e senso de dono.   MAIS INCLUSÃO! ***Olha essa vaga também é destinada a PCDs*** QUAL SERÁ SUA TAREFA NA CASA Modelagem de previsão de demandaDesenvolvimento de rotinas e aplicações de análise de dadosCriação e manutenção de indicadores.               ALÉM DE ÓTIMO CLIMA PARA TRABALHAR E SE DESENVOLVER OFERECEMOS:Assistência médicaAssistência odontológicaSeguro de vidaVale alimentação/refeiçãoCesta básicaVale transporteFolga de aniversárioDescontos em nossas lojasDiversos convêniosPlano de carreira.,Confidencial,01/08/2019,Estatístico
v1952335,Analista de Inteligência de Mercado - JR,Rio de Janeiro,Salário a combinar,1,2019-09-24,Júnior/Trainee,PréRequisitos:Superior Completo ou cursando em Sistemas Administração ou Estatística Conhecimentos em Banco de dados (Access SQL PHP) Excel avançado e Desenvolvimento WEB.Dinamismo e bom relacionamento para interação com as equipes de Força de Vendas e Áreas InternasAnálise Crítica Trabalho em Equipe Organização Comprometimento. Atividades:Auxílio ao gestor da área na consolidação de informações e apresentações de resultadoAtualização das Auditorias: MDTR DDD PMB AUDIT e Manutenção dos Mercados nas Auditorias de Demanda e PrescriçãoSuporte à Força de Vendas esclarecendo dúvidas a respeito das ferramentas de Inteligência de Mercado e Auditorias de Demanda Prescrição e Produtividade (Sales Farma Audit Sales Analyzer Tabmedia)Contato com o provedor de serviços de Soluções de Visitação Médica (Running)Acompanhamento do Painel Médico e Visitação MédicaCadastro de novos produtos nas auditorias de Prescrições e Demanda (IMS e Closeup PWS/Pharma MKT)Trabalhar com Banco de Dados importação cruzamento de dados exportação de dados criação de queries.Desenvolver ferramentas de Inteligência de mercado e criação de novas plataformas de dados e soluções WebControle de pagamentos dos Serviços da Área e IM & Produtividade.Remuneração e Benefícios:Salário compatível com o mercadoAssistência Médica e odontológica Golden Cross com desconto mensalConvênio com Farmácia Pacheco com desconto em folhaSeguro de Vida em GrupoValeRefeição AleloVale alimentação AleloAuxílio Creche para colaboradores do sexo feminino com filhos até 2 anos.,Laboratório Daudt,27/08/2019,Estatístico
v1953781,Auxiliar Técnico,Santo André,Salário a combinar,1,2019-09-24,Técnico,Horário: 08h00 às 17h00 Segunda a Sextafeira.Local: ABC São Paulo (São Bernardo e Santo André)Nível de Responsabilidade: Contribui com a atuação da equipe técnica e de operações da filial refrigeração e sistemas prestando suporte técnico na execução de instalações diagnósticos melhorias e/ou expansões nos projetos manutenções preventivas e corretivas de sistemas controle de acesso equipamentos passagem de cabos e fixação de dispositivos e instrumentos. Principais atribuições: 1. Auxiliar na execução de instalações visando melhorias e/ou expansões de sistemas de CFTV 2. Sob supervisão interpretar ajustar e ou desenvolver desenhos de “layout” e desenhos de instalação nos projetos e localização de componentes eletrônicos de sistemas de CFTV 3. Auxiliar na realização do diagnóstico básico dos sistemas desde os controladores aos sensores incluindo a parte de softwares  4. Auxiliar na obtenção de análises estatísticas visando melhoria contínua nos projetos quando necessário 5. Contribuir na resolução de problemas (troubleshooting) bem como realizar manutenções preventivas e corretivas de sistemas CFTV 6. Realizar tarefas de identificação e eliminação de falhas inspeção e testes dos Sistemas de Gerenciamento  7. Reportar emergências e necessidades de manutenção aos responsáveis 8. Zelar pela ordem e conservação das ferramentas equipamentos e materiais sob sua responsabilidadeRequisitos: Cursando ensino médio técnico em Eletrônica Elétrica Eletrotécnico ou afins desejável experiência na área conhecimentos básicos de elétrica eletrônica e MS Office. Observação: Admitese também pessoas com deficiência para as posições que não são exclusivas.,Johnson Controls BE do Brasil,05/09/2019,Estatístico
v1947516,Enfermeiro de Qualidade,São Paulo,Salário a combinar,1,2019-09-24,Sênior,Principais Responsabilidades: Participar da divulgação da política da qualidade da instituição por meio da preparação e distribuição da material sobre o assunto organização de cursos e palestras visando à conscientização e envolvimento de todas as áreas da empresa em relação á qualidade Participar de comissões internas visando a auxiliar no estabelecimento e acompanhamento de plano de melhoria do sistema de qualidade Executar treinamentos relativos à qualidade selecionando prestadores de serviços na área Executar programas de auditoria interna nos sistemas e procedimentos relacionados com a qualidade com o objetivo de identificar deficiências em processos sistemas e tarefas promovendo a conscientização das pessoas e setores diretamente envolvidos visando o seu engajamento na busca de soluções e implementação de ações corretivas Realizar estatística de dados relacionados com a qualidade para apoiara elaboração de relatórios gerenciais Acompanhar recomendações feitas às áreas para verificar a sua implementação ou as ações corretivas adotadas Avaliar a eficácia das modificações ou correções de procedimentos implantadas Assessoras o processo de auditorias externas recebidas pelo Hospital Apoiar as áreas na identificação de práticas para a redução dos riscos de danos/incidentes ao paciente por meio da aplicação de ferramentas de gerenciamento de risco e estruturação de relatórios periódicos que demonstrem resultados de redução dos riscos e apontem necessidades de abertura de novas frentes de trabalho Sustentar o método de introdução de protocolos gerenciados apoiando e desenvolvendo gestores clínicos na busca de melhorias nas práticas assistenciais por meio do acompanhamento dos resultados dos protocolos. PréRequisitos: Formação: superior completo em Enfermagem Certificação em Ferramentas e programas de Qualidade. Conhecimento em ONA e ou JCI.,Confidencial,04/09/2019,Estatístico
v1952599,Trader Sênior,São Paulo,Salário a combinar,1,2019-09-24,Sênior,Estamos à procura de um Trader Sênior com experiência e disponibilidade para morar/viver em Gana ou Angola (África) fornecendo o apoio necessário aos nossos distribuidores em todo o continente Africano com foco exclusivo para Alimentos PreparadosResponsabilidade direta pelo seu mercadoGerenciar negociações de preços propostas desenvolvimento de negócios desenvolvimento de novos itens reuniões com clientes controle do nível de estoqueColaboração regular com os gerentes para revisar e atualizar estratégias e iniciativasRealização das estratégias de vendas e KPIs que agreguem valor a toda a empresaManter e estabelecer relacionamentos com os clientes aumentando o valor para a JBS Prepared Foods Brasil através da marca Exeter e outrasExpandir nossa base de clientes no canal de distribuiçãoProspecção negociação e realização de vendas em categorias estabelecidas e novas categoriasIdentificar e estabelecer contatos com tomadores de decisão e aproveitando as conexões existentesDesenvolver previsões de vendas realistas e abrangentes e orçamentoPlanejar atividades promocionais com os clientes e criar calendários promocionaisCoordenar e se comunicar os departamentos internos da empresa respeitando as políticas procedimentos e processos de aprovação estabelecidos pela empresa.Acompanhamento de vendas e estatísticas de POS em uma base contínua para identificar tendências de mercado.Analisar e avaliar as mudanças nas condições de mercado/Industria e auxiliar a administração no desenvolvimento de estratégias de vendas de curto e longo prazo e objetivos do negócio.Desenvolver planos táticos e estratégicos de crescimento que alinham as metas varejistas e corporativas para impulsionar vendas mútuas e crescimento lucrativo.,JBS Corporativo,10/09/2019,Estatístico
v1955559,Especialista de Remuneração e Benefícios,São Paulo,Salário a combinar,1,2019-09-24,Sênior,REQUISITOS:Ensino Superior completo em Administração Ciências Contábeis Economia Estatística Gestão de RH ou áreas afins.Necessárias experiências anteriores no subsistema de cargos e remuneração.Experiência com gestão de resultados.Vivência na construção de planos de remuneração variável.Conhecimento no sistema RM será um diferencial. PRINCIPAIS ATIVIDADES:Gestão da área de remuneração.Garantir aderência ao mercado da prática remuneração fixa e variável (gestão de cargos e salários da empresa). Manter atualizada a política dos processo de Remuneração (fixa e variável) Convênio Farmácia Medidas Disciplinares Férias ValeRefeição Semanal. Assegurar o correto cumprimento dos procedimentos e políticas internas. Aplicar as melhores práticas de remuneração variáveis respeitando as particularidades dos negócios e sustentabilidade das operações. Desenvolver novos contratos de fornecedores de benefícios e manter contato com os mesmos buscando alternativas para gerar maior satisfação e menor custo para a companhia. Realização do cálculo de remuneração variável para todos os negócios. Acompanhar as aprovações de acordos coletivos junto aos sindicatos garantindo o processamento das regras internamente. Participar de reuniões gerenciais  contribuindo com  tomadas de decisões. Garantir ferramentas e dados analíticos transparentes e fidedignos para suporte aos gerentes de todas as áreas. Participação de projetos e inovação da área de remuneração.INFORMAÇÕES:Local de trabalho: São Paulo SPHorário de trabalho: ComercialPACOTE DE REMUNERAÇÃO:Salário compatível com mercadoBenefíciosAceitamos currículos de pessoas com deficiência para esta vaga.,Valdac Global Brands,04/09/2019,Estatístico
